teks,target_bank,sentimen
"Sebagai yang pensiun dari bank lama, walaupun antre, pelayanan di teller Bank Mandiri efisien dan cepat. Bank Mandiri cocok banget buat kebutuhan saya.",Bank Mandiri,positif
"Guys, Bank BRI atau Bank BNI ya buat kredit rumah? Lagi galau nih",Bank BRI,netral
"Pengalaman pribadiku sih, Bank BNI overall bagus, Bank BNI banyak kerjasama dengan merchant, jadi banyak diskon F&B dan selain tarik tunai, fitur setor tunai di ATM Bank BNI sangat membantu, sayangnya data breach di Bank BNI beberapa waktu lalu bikin khawatir.",Bank BNI,campuran
"Kesel total sama Bank BNI, minggu lalu ATM Bank BNI sering offline atau rusak, pas butuh malah gak bisa dipakai.",Bank BNI,negatif
"Pengalaman pribadiku sih, Bank Mandiri overall bagus, gak ada setoran awal minimum yang besar untuk buka tabungan di Bank Mandiri dan teknologi AI di Bank Mandiri membantu deteksi fraud dengan akurat, beda cerita kalau sistem Bank Mandiri pernah down berhari-hari, gak bisa akses dana.",Bank Mandiri,campuran
anak saya baru buka tabungan pelajar di Bank BNI bulan ini.,Bank BNI,netral
"Sebagai yang first time banking, live chat di website Bank BRI selalu ada yang standby. Bank BRI cocok banget buat kebutuhan saya.",Bank BRI,positif
"Belakangan, jam makan siang, cicilan 0% dari Bank BNI ngebantu banget buat beli barang elektronik. Bank BNI hampir sama kayak Bank Mandiri sih.",Bank Mandiri,negatif
"Terus terang, pas lagi butuh dana darurat, aplikasi Livin by Mandiri sering banget maintenance, apalagi pas tanggal gajian, bikin emosi luar biasa. Mending pindah ke Bank BNI aja kayaknya.",Bank Mandiri,negatif
"Terus terang, Bank BNI overall bagus, petugas di kantor cabang Bank BNI ramah-ramah dan informatif dan SBN dan obligasi di Bank BNI pilihan investasinya beragam, padahal biaya transfer ke bank lain dari Bank BNI mahal, beda jauh sama yang lain.",Bank BNI,campuran
"Sebagai yang first time banking, walaupun antre, pelayanan di teller Bank Mandiri efisien dan cepat. Bank Mandiri cocok banget buat kebutuhan saya.",Bank Mandiri,positif
"Honestly, biaya admin Bank BNI cukup terjangkau, sesuai dengan layanannya, padahal proses blokir kartu Bank Mandiri kalau hilang ribet dan butuh waktu lama luar biasa.",Bank BNI,positif
"Terus terang, pas weekend, sulit sekali bicara dengan CS manusia, selalu diarahkan ke bot super. Mending pindah ke Bank Mandiri aja kayaknya.",Bank BNI,negatif
"Sejak pakai, reksadana di Bank BCA performanya konsisten bagus, cuma ATM Bank BRI gak ada fasilitas deposit, harus ke teller gila.",Bank BRI,negatif
"Dari pengalaman, pas lagi butuh dana darurat, kena biaya notifikasi SMS padahal sudah ada notif dari aplikasi luar biasa. Mending pindah ke Bank Mandiri aja kayaknya.",Bank BCA,negatif
"Tadi, saat transfer ke orang tua, onboarding di Bank BNI dikasih welcome gift yang menarik. Bank BNI beda tipis sama Bank BRI sih.",Bank BRI,negatif
"Bisa beli emas digital langsung dari aplikasi bank bri, tapi CS di social media Bank Mandiri balasnya lama dan sering template jawabannya.",Bank Mandiri,negatif
"anak saya baru buka tabungan pelajar di Bank BNI, sambil tanya-tanya produk.",Bank BNI,netral
"Bisa bayar tagihan listrik dan pdam di atm bank mandiri, cuma fasilitas di kantor cabang Bank BRI kurang nyaman untuk tunggu.",Bank BRI,negatif
Ada yang pernah pakai Bank BCA dan Bank BNI? Share pengalaman dong,Bank BNI,netral
"Dari pengalaman, Bank BCA overall bagus, program poin reward Bank BCA bisa ditukar berbagai hadiah menarik dan selain tarik tunai, fitur setor tunai di ATM Bank BCA sangat membantu, beda cerita kalau proses blokir kartu Bank BCA kalau hilang ribet dan butuh waktu lama.",Bank BCA,campuran
"Sebagai yang first time banking, teknologi AI di Bank BCA membantu deteksi fraud dengan akurat. Bank BCA cocok banget buat kebutuhan saya.",Bank BCA,positif
"Bulan ini antrian di kantor cabang Bank BCA panjangnya bukan main, bisa habis setengah hari super. Kecewa sama Bank BCA.",Bank BCA,negatif
"Tadi, pas system maintenance, biaya admin Bank BCA cukup terjangkau, sesuai dengan layanannya. Bank BCA unggul dibanding Bank BRI sih.",Bank BCA,positif
"Kalau dari segi atm, bisa bayar tagihan listrik dan PDAM di ATM Bank BNI. Tapi kalau mobile_banking, fitur cardless di myBCA ngebantu banget pas dompet ketinggalan. Susah milihnya.",Bank BNI,positif
"Kalau menurut saya, Bank BNI overall bagus, sistem keamanan Bank BNI menggunakan enkripsi tingkat militer dan biaya admin Bank BNI cukup terjangkau, sesuai dengan layanannya, tapi keamanan data di Bank BNI perlu ditingkatkan lagi, masih was-was soal phising.",Bank BNI,campuran
"Sbn dan obligasi di bank bca pilihan investasinya beragam, meski nomor antrian di Bank Mandiri sering error atau loncat-loncat.",Bank Mandiri,negatif
"Sebagai yang ganti dari bank konvensional, biaya transfer online Bank BNI lebih murah dari yang offline. Bank BNI cocok banget buat kebutuhan saya.",Bank BNI,positif
Gak ada setoran awal minimum yang besar untuk buka tabungan di bank bca. Recommend ekstrem buat yang mau coba Bank BCA!,Bank BCA,positif
"Guys, Bank Mandiri atau Bank BRI ya buat kredit rumah? Lagi galau nih",Bank BRI,netral
"Sebagai yang buat anak kuliah, update BRImo selalu membawa fitur baru yang berguna. Bank BRI cocok banget buat kebutuhan saya.",Bank BRI,positif
"Terus terang, Bank BNI overall bagus, kolaborasi Bank BNI dengan e-commerce sering ada flash sale dan suka banget karena Bank BNI banyak promo transfer gratis via BI-FAST, sayangnya search function di BNI Mobile Banking kurang akurat, susah nyari fitur.",Bank BNI,campuran
"Bank bca banyak kerjasama dengan merchant, jadi banyak diskon f&b, di sisi lain petugas Bank BRI kurang update soal produk terbaru.",Bank BRI,negatif
"Sebagai yang untuk usaha kecil, fitur investasi di Bank Mandiri mudah dipahami pemula. Bank Mandiri cocok banget buat kebutuhan saya.",Bank Mandiri,positif
"Tadi, pas system maintenance, sistem keamanan Bank BRI menggunakan enkripsi tingkat militer. Bank BRI beda tipis sama Bank BCA sih.",Bank BCA,negatif
"Suka banget karena bank mandiri banyak promo transfer gratis via bi-fast, meski susah banget mau transfer pakai BRImo, muter-muter terus menunya.",Bank BRI,negatif
"Kesel ekstrem sama Bank BNI, bulan ini parkir di gedung Bank BNI mahal dan terbatas.",Bank BNI,negatif
"Pengalaman pribadiku sih, Bank Mandiri overall bagus, notifikasi real-time di Livin by Mandiri selalu akurat dan tepat waktu dan bisa beli emas digital langsung dari aplikasi Bank Mandiri, di sisi lain sering nemu ATM Bank Mandiri yang uangnya pecahan besar semua, gak ada 50 ribu.",Bank Mandiri,campuran
"Sejak kemarin, pas lagi butuh dana darurat, buka rekening Bank BRI sekarang bisa full online, gak sampai 10 menit jadi. Bank BRI beda tipis sama Bank BNI sih.",Bank BNI,negatif
"Minggu lalu, saat transfer ke orang tua, satpam di Bank BRI sigap membantu nasabah yang kebingungan. Bank BRI beda tipis sama Bank Mandiri sih.",Bank BRI,positif
"Dari pengalaman, Bank BNI overall bagus, sering dapat promo menarik dari kartu kredit Bank BNI, diskonnya lumayan dan live chat di website Bank BNI selalu ada yang standby, akan tetapi sistem Bank BNI pernah down berhari-hari, gak bisa akses dana.",Bank BNI,campuran
"Reksadana di bank bri performanya konsisten bagus, beda cerita kalau CS di social media Bank BNI balasnya lama dan sering template jawabannya.",Bank BNI,negatif
"Tadi, waktu lagi busy, pemegang kartu debit Bank BRI sering dapat cashback di supermarket. Bank BRI masih kalah sama Bank Mandiri sih.",Bank Mandiri,negatif
Inovasi fintech bank bri selalu di depan dibanding kompetitor. Worth it banget pilih Bank BRI!,Bank BRI,positif
"Sebagai yang sebagai freelancer, petugas di kantor cabang Bank BNI ramah-ramah dan informatif. Bank BNI cocok banget buat kebutuhan saya.",Bank BNI,positif
"Sebagai yang untuk usaha kecil, kartu debit Bank BRI langsung aktif setelah rekening jadi. Bank BRI cocok banget buat kebutuhan saya.",Bank BRI,positif
"Sejak kemarin susah banget nyari ATM Bank Mandiri di daerah saya, harus pergi jauh luar biasa. Kecewa sama Bank Mandiri.",Bank Mandiri,negatif
"Kalau boleh jujur, Bank BCA overall bagus, pemegang kartu debit Bank BCA sering dapat cashback di supermarket dan walaupun antre, pelayanan di teller Bank BCA efisien dan cepat, beda cerita kalau ATM Bank BCA gak ada fasilitas deposit, harus ke teller.",Bank BCA,campuran
"Sebagai yang ganti dari bank konvensional, integrasi dengan berbagai platform digital di Bank BNI seamless. Bank BNI cocok banget buat kebutuhan saya.",Bank BNI,positif
"Pengalaman pribadiku sih, Bank BCA overall bagus, dokumen yang dibutuhkan buka rekening Bank BCA simpel, cuma KTP dan sering dapat promo menarik dari kartu kredit Bank BCA, diskonnya lumayan, namun data breach di Bank BCA beberapa waktu lalu bikin khawatir.",Bank BCA,campuran
"Kalau dari segi investasi, robo advisor Bank Mandiri membantu pilih portofolio yang tepat. Tapi kalau teknologi, teknologi AI di Bank BNI membantu deteksi fraud dengan akurat. Susah milihnya.",Bank BNI,positif
"Fitur investasi di bank bca mudah dipahami pemula, sayangnya ATM Bank BRI gak ada fasilitas deposit, harus ke teller.",Bank BRI,negatif
"Sejauh ini, ATM Bank Mandiri jarang kosong uangnya, selalu terisi, meski search function di BNI Mobile Banking kurang akurat, susah nyari fitur ekstrem.",Bank Mandiri,positif
"Dari tadi pagi, tengah malam, promo cashback Bank BNI sering banget, lumayan buat tambahan. Bank BNI masih di bawah Bank BRI sih.",Bank BNI,positif
"Sebagai yang first time banking, widget di home screen untuk Livin by Mandiri praktis banget. Bank Mandiri cocok banget buat kebutuhan saya.",Bank Mandiri,positif
"Minggu lalu, pas system maintenance, layar ATM Bank BNI jernih dan touchscreen-nya sensitif. Bank BNI masih kalah sama Bank BCA sih.",Bank BNI,positif
"Sebagai yang first time banking, QRIS di myBCA responsif dan gak pernah gagal, sat set bayarnya. Bank BCA cocok banget buat kebutuhan saya.",Bank BCA,positif
"Menurutku, Bank Mandiri overall bagus, QRIS di Livin by Mandiri responsif dan gak pernah gagal, sat set bayarnya dan integrasi dengan berbagai platform digital di Bank Mandiri seamless, namun telepon CS Bank Mandiri antrinya lama banget, habis pulsa banyak cuma buat nunggu.",Bank Mandiri,campuran
"Dari pengalaman, Bank Mandiri overall bagus, API Bank Mandiri untuk developer sangat well-documented dan tabungan Bank Mandiri gak ada minimum saldo yang memberatkan, meski layar sentuh di ATM Bank Mandiri sering tidak responsif.",Bank Mandiri,campuran
"Kesel bener-bener sama Bank BRI, minggu lalu biaya administrasi invest di Bank BRI tinggi, potong return.",Bank BRI,negatif
"Kalau dari segi pembukaan_rekening, buka rekening Bank Mandiri sekarang bisa full online, gak sampai 10 menit jadi. Tapi kalau pembukaan_rekening, dokumen yang dibutuhkan buka rekening Bank BNI simpel, cuma KTP. Susah milihnya.",Bank Mandiri,positif
Bisa beli emas digital langsung dari aplikasi bank bca. Recommend ekstrem buat yang mau coba Bank BCA!,Bank BCA,positif
"Honestly, pas weekend, notifikasi Livin by Mandiri spam banget, banyak yang gak penting super. Mending pindah ke Bank BNI aja kayaknya.",Bank BNI,positif
"Cs bank bni via whatsapp responsif 24/7, sangat membantu, sayangnya keamanan area ATM Bank BCA kurang, sering ada orang mencurigakan.",Bank BNI,positif
"Pengalaman pribadiku sih, waktu lagi busy, pernah ada kasus double charge di kartu kredit Bank Mandiri ekstrem. Mending pindah ke Bank BCA aja kayaknya.",Bank BCA,positif
"Biaya admin bulanannya worth it dengan semua kemudahan yang didapat, beda cerita kalau petugas security Bank Mandiri kadang kurang ramah ke nasabah.",Bank BNI,positif
"rekening Bank BNI saya gunakan khusus untuk tabungan, sambil tanya-tanya produk.",Bank BNI,netral
"Guys, Bank Mandiri atau Bank BNI ya buat kredit rumah? Lagi galau nih",Bank Mandiri,netral
"Kesel banget sama Bank BCA, belakangan biaya admin bulanan Bank BCA lumayan mahal ya, apalagi kalau jarang dipakai.",Bank BCA,negatif
"Sejauh ini, jam makan siang, jam operasional cabang Bank BCA terbatas, sulit pas hari kerja banget. Mending pindah ke Bank Mandiri aja kayaknya.",Bank BCA,negatif
"Terus terang, Bank BCA overall bagus, live chat di website Bank BCA selalu ada yang standby dan ATM Bank BCA mudah ditemukan di mana-mana, bahkan di kota kecil, beda cerita kalau sistem Bank BCA pernah down berhari-hari, gak bisa akses dana.",Bank BCA,campuran
"Sebagai yang buat anak kuliah, buka rekening Bank BNI sekarang bisa full online, gak sampai 10 menit jadi. Bank BNI cocok banget buat kebutuhan saya.",Bank BNI,positif
"Biaya admin bulanannya worth it dengan semua kemudahan yang didapat, walaupun night mode BRImo malah bikin mata pusing, kontras kurang.",Bank BRI,negatif
"Jujur, Bank Mandiri overall bagus, CS Bank Mandiri via WhatsApp responsif 24/7, sangat membantu dan fitur split bill di Livin by Mandiri memudahkan patungan sama teman, meski nomor antrian di Bank Mandiri sering error atau loncat-loncat.",Bank Mandiri,campuran
"Belakangan, jam makan siang, dokumen yang dibutuhkan buka rekening Bank Mandiri simpel, cuma KTP. Bank Mandiri hampir sama kayak Bank BNI sih.",Bank BNI,negatif
"Sebagai yang first time banking, petugas di kantor cabang Bank BRI ramah-ramah dan informatif. Bank BRI cocok banget buat kebutuhan saya.",Bank BRI,positif
Kemarin petugas security Bank BCA kadang kurang ramah ke nasabah parah. Kecewa sama Bank BCA.,Bank BCA,negatif
"Sejak kemarin, saat gajian, ATM Bank BCA jarang kosong uangnya, selalu terisi. Bank BCA jauh lebih baik dari Bank Mandiri sih.",Bank BCA,positif
"Kalau boleh jujur, jam makan siang, ruang ATM Bank Mandiri sering kotor dan kurang terawat total. Mending pindah ke Bank BRI aja kayaknya.",Bank Mandiri,negatif
Notifikasi real-time di bni mobile banking selalu akurat dan tepat waktu. Gaskeun deh ke Bank BNI!,Bank BNI,positif
"Dari pengalaman, Bank BCA overall bagus, gak ada setoran awal minimum yang besar untuk buka tabungan di Bank BCA dan biaya transfer online Bank BCA lebih murah dari yang offline, sayangnya receipt ATM Bank BCA sering habis kertas atau blur printnya.",Bank BCA,campuran
"Dari pengalaman, pas weekend, parkir di gedung Bank BNI mahal dan terbatas ekstrem. Mending pindah ke Bank Mandiri aja kayaknya.",Bank Mandiri,positif
"Teknologi ai di bank bni membantu deteksi fraud dengan akurat, akan tetapi keamanan data di Bank BCA perlu ditingkatkan lagi, masih was-was soal phising.",Bank BCA,negatif
"Kalau menurut saya, Bank BRI overall bagus, reksadana di Bank BRI performanya konsisten bagus dan inovasi fintech Bank BRI selalu di depan dibanding kompetitor, tapi charge untuk layanan priority banking Bank BRI gak worth it.",Bank BRI,campuran
"Kalau dari segi investasi, bisa beli emas digital langsung dari aplikasi Bank Mandiri. Tapi kalau teknologi, teknologi AI di Bank BCA membantu deteksi fraud dengan akurat. Susah milihnya.",Bank BCA,positif
"Kalau dari segi investasi, robo advisor Bank BRI membantu pilih portofolio yang tepat. Tapi kalau cs, walaupun antre, pelayanan di teller Bank BNI efisien dan cepat. Susah milihnya.",Bank BRI,positif
"Jujur, Bank BNI overall bagus, petugas di kantor cabang Bank BNI ramah-ramah dan informatif dan tabungan Bank BNI gak ada minimum saldo yang memberatkan, tapi layar sentuh di ATM Bank BNI sering tidak responsif.",Bank BNI,campuran
"Keamanan bni mobile banking berlapis-lapis, bikin tenang. Bank BNI emang the best!",Bank BNI,positif
"Kalau dari segi teknologi, sistem keamanan Bank BNI menggunakan enkripsi tingkat militer. Tapi kalau teknologi, inovasi fintech Bank Mandiri selalu di depan dibanding kompetitor. Susah milihnya.",Bank BNI,positif
"Sejauh ini, biaya transfer online Bank Mandiri lebih murah dari yang offline, cuma petugas Bank BCA kurang update soal produk terbaru parah.",Bank BCA,negatif
"Minta saran dong, antara Bank Mandiri dan Bank BRI mana yang lebih worth it?",Bank BRI,netral
"Sejauh ini, Bank Mandiri overall bagus, CS Bank Mandiri sabar banget jelasinnya, gak bikin bingung dan top up e-wallet dari Livin by Mandiri instan masuknya, di sisi lain petugas security Bank Mandiri kadang kurang ramah ke nasabah.",Bank Mandiri,campuran
"Sejak kemarin, waktu mau bayar tagihan, proses verifikasi buka rekening Bank Mandiri via video call cepat dan mudah. Bank Mandiri unggul dibanding Bank BNI sih.",Bank Mandiri,positif
"Sebagai yang ganti dari bank konvensional, priority banking Bank Mandiri layanannya premium banget. Bank Mandiri cocok banget buat kebutuhan saya.",Bank Mandiri,positif
"Sebagai yang sebagai freelancer, layar ATM Bank Mandiri jernih dan touchscreen-nya sensitif. Bank Mandiri cocok banget buat kebutuhan saya.",Bank Mandiri,positif
"Sebagai yang first time banking, selain tarik tunai, fitur setor tunai di ATM Bank Mandiri sangat membantu. Bank Mandiri cocok banget buat kebutuhan saya.",Bank Mandiri,positif
"Jujur, Bank BNI overall bagus, onboarding di Bank BNI dikasih welcome gift yang menarik dan BNI Mobile Banking sangat stabil dan jarang error, bisa diandalkan, tapi susah banget nyari ATM Bank BNI di daerah saya, harus pergi jauh.",Bank BNI,campuran
"Sebagai yang ganti dari bank konvensional, biaya admin Bank BNI cukup terjangkau, sesuai dengan layanannya. Bank BNI cocok banget buat kebutuhan saya.",Bank BNI,positif
"Honestly, saat transfer ke orang tua, BNI Mobile Banking crash kalau hp storage penuh, gak ada warning bener-bener. Mending pindah ke Bank BCA aja kayaknya.",Bank BCA,positif
"Buka rekening bank bni sekarang bisa full online, gak sampai 10 menit jadi, beda cerita kalau email complaint ke Bank BCA gak pernah dibalas dengan tuntas.",Bank BNI,positif
"Keamanan bni mobile banking berlapis-lapis, bikin tenang, cuma WiFi gratis di Bank BCA lemot dan sering putus.",Bank BNI,positif
"Dari pengalaman, Bank BNI overall bagus, program poin reward Bank BNI bisa ditukar berbagai hadiah menarik dan biaya admin bulanannya worth it dengan semua kemudahan yang didapat, sayangnya sistem Bank BNI pernah down berhari-hari, gak bisa akses dana.",Bank BNI,campuran
Facial recognition di bni mobile banking lebih cepet dari fingerprint. Bank BNI emang the best!,Bank BNI,positif
"Sejak pakai, pas system maintenance, aplikasi myBCA sering banget maintenance, apalagi pas tanggal gajian, bikin emosi ekstrem. Mending pindah ke Bank BRI aja kayaknya.",Bank BCA,negatif
"Dari pengalaman, Bank BCA overall bagus, CS Bank BCA sabar banget jelasinnya, gak bikin bingung dan ATM Bank BCA bisa deposit cek, praktis untuk yang bisnis, beda cerita kalau WiFi gratis di Bank BCA lemot dan sering putus.",Bank BCA,campuran
"Sebagai yang first time banking, pengalaman saya dengan customer service Bank BRI selalu baik dan solutif. Bank BRI cocok banget buat kebutuhan saya.",Bank BRI,positif
"Dari tadi pagi, pas weekend, birthday promo dari Bank BRI selalu menggiurkan setiap tahun. Bank BRI masih kalah sama Bank BNI sih.",Bank BRI,positif
"Sejauh ini, kartu debit Bank BRI langsung aktif setelah rekening jadi, cuma antrian di ATM Bank BCA selalu panjang, terutama weekend parah.",Bank BRI,positif
"Kesel ekstrem sama Bank BRI, bulan ini antrian di kantor cabang Bank BRI panjangnya bukan main, bisa habis setengah hari.",Bank BRI,negatif
"Dari pengalaman, Bank BRI overall bagus, teknologi AI di Bank BRI membantu deteksi fraud dengan akurat dan cicilan 0% dari Bank BRI ngebantu banget buat beli barang elektronik, padahal telepon CS Bank BRI antrinya lama banget, habis pulsa banyak cuma buat nunggu.",Bank BRI,campuran
"Sebagai yang buat anak kuliah, weekend sale Bank BCA selalu ada promo hotel dan travel. Bank BCA cocok banget buat kebutuhan saya.",Bank BCA,positif
"Tadi, pas lagi butuh dana darurat, API Bank BCA untuk developer sangat well-documented. Bank BCA beda tipis sama Bank BNI sih.",Bank BNI,negatif
"Lagi compare Bank BCA vs Bank Mandiri, ada masukan?",Bank Mandiri,netral
"Akhir-akhir ini antrian di kantor cabang Bank BRI panjangnya bukan main, bisa habis setengah hari parah. Kecewa sama Bank BRI.",Bank BRI,negatif
"Minggu lalu, waktu mau bayar tagihan, keamanan BRImo berlapis-lapis, bikin tenang. Bank BRI masih di bawah Bank BNI sih.",Bank BNI,negatif
Fitur split bill di livin by mandiri memudahkan patungan sama teman. Recommend total buat yang mau coba Bank Mandiri!,Bank Mandiri,positif
baru saja memindahkan rekening gaji saya ke Bank BRI tadi.,Bank BRI,netral
"Kalau boleh jujur, Bank Mandiri overall bagus, fitur split bill di Livin by Mandiri memudahkan patungan sama teman dan live chat di website Bank Mandiri selalu ada yang standby, di sisi lain parkir di gedung Bank Mandiri mahal dan terbatas.",Bank Mandiri,campuran
"Dari tadi pagi, pas weekend, CS Bank Mandiri sabar banget jelasinnya, gak bikin bingung. Bank Mandiri jauh lebih baik dari Bank BRI sih.",Bank Mandiri,positif
"Bisa beli emas digital langsung dari aplikasi bank mandiri, di sisi lain font di myBCA terlalu kecil, susah dibaca orang tua.",Bank Mandiri,positif
"Tadi, saat transfer ke orang tua, complaint handling di Bank BRI profesional dan follow up terus. Bank BRI masih di bawah Bank BNI sih.",Bank BRI,positif
Sistem keamanan bank bri menggunakan enkripsi tingkat militer. Worth it banget pilih Bank BRI!,Bank BRI,positif
"Kemarin, waktu mau bayar tagihan, CS Bank Mandiri via WhatsApp responsif 24/7, sangat membantu. Bank Mandiri masih di bawah Bank BRI sih.",Bank BRI,negatif
"Kesel luar biasa sama Bank BCA, bulan ini CS Bank BCA jam operasionalnya terbatas, gak 24 jam.",Bank BCA,negatif
"Jaringan atm bank mandiri sangat luas, jadi gampang tarik tunai. Gaskeun deh ke Bank Mandiri!",Bank Mandiri,positif
"Akhir-akhir ini, pas weekend, birthday promo dari Bank Mandiri selalu menggiurkan setiap tahun. Bank Mandiri hampir sama kayak Bank BCA sih.",Bank BCA,negatif
