teks,target_bank,sentimen
"Dari pengalaman, Bank BRI overall bagus, notifikasi real-time di BRImo selalu akurat dan tepat waktu dan fitur investasi di Bank BRI mudah dipahami pemula, akan tetapi biaya kartu kredit Bank BRI annual fee-nya tinggi.",Bank BRI,campuran
"Dari pengalaman, Bank BCA overall bagus, cicilan 0% dari Bank BCA ngebantu banget buat beli barang elektronik dan proses verifikasi buka rekening Bank BCA via video call cepat dan mudah, di sisi lain penalty kalau saldo minimum gak terpenuhi di Bank BCA gede banget.",Bank BCA,campuran
"Jujur, tengah malam, biaya kartu kredit Bank Mandiri annual fee-nya tinggi gila. Mending pindah ke Bank BRI aja kayaknya.",Bank Mandiri,negatif
"Jujur, Bank Mandiri overall bagus, reksadana di Bank Mandiri performanya konsisten bagus dan widget di home screen untuk Livin by Mandiri praktis banget, beda cerita kalau biaya kartu kredit Bank Mandiri annual fee-nya tinggi.",Bank Mandiri,campuran
"Sejauh ini, saat gajian, fasilitas di kantor cabang Bank BNI kurang nyaman untuk tunggu gila. Mending pindah ke Bank Mandiri aja kayaknya.",Bank BNI,negatif
"Terus terang, pas weekend, biaya admin bulanan Bank BNI lumayan mahal ya, apalagi kalau jarang dipakai bener-bener. Mending pindah ke Bank BRI aja kayaknya.",Bank BNI,negatif
"Biaya admin bank mandiri cukup terjangkau, sesuai dengan layanannya, cuma biaya admin bulanan Bank BCA lumayan mahal ya, apalagi kalau jarang dipakai.",Bank Mandiri,positif
"Menurutku, pas lagi butuh dana darurat, parkir di gedung Bank Mandiri mahal dan terbatas banget. Mending pindah ke Bank BCA aja kayaknya.",Bank BCA,positif
"Complaint handling di bank bri profesional dan follow up terus, akan tetapi update myBCA bukannya makin bagus malah makin banyak bug.",Bank BRI,positif
Kemarin WiFi gratis di Bank BRI lemot dan sering putus super. Kecewa sama Bank BRI.,Bank BRI,negatif
"Kalau boleh jujur, Bank Mandiri overall bagus, program poin reward Bank Mandiri bisa ditukar berbagai hadiah menarik dan teknologi AI di Bank Mandiri membantu deteksi fraud dengan akurat, tapi sempat khawatir dengan kasus skimming di Bank Mandiri, jadi takut nabung banyak.",Bank Mandiri,campuran
"baru saja memindahkan rekening gaji saya ke Bank BCA, sambil ngurus dokumen.",Bank BCA,netral
"Bisa atur budget dan tracking pengeluaran di mybca, sangat membantu, di sisi lain sulit sekali bicara dengan CS manusia, selalu diarahkan ke bot.",Bank BCA,positif
"Cs bank bca via whatsapp responsif 24/7, sangat membantu. Bank BCA emang the best!",Bank BCA,positif
"Dari pengalaman, Bank BCA overall bagus, sistem keamanan Bank BCA menggunakan enkripsi tingkat militer dan antrian di ATM Bank BCA biasanya cepat karena mesinnya responsif, akan tetapi keamanan data di Bank BCA perlu ditingkatkan lagi, masih was-was soal phising.",Bank BCA,campuran
"Cicilan 0% dari bank bca ngebantu banget buat beli barang elektronik, meski BNI Mobile Banking lemot banget kalau dipakai pas jam sibuk, loadingnya lama.",Bank BNI,negatif
"Sebagai yang first time banking, CS Bank BNI sabar banget jelasinnya, gak bikin bingung. Bank BNI cocok banget buat kebutuhan saya.",Bank BNI,positif
sedang mempertimbangkan antara Bank BNI dan Bank BRI untuk KPR.,Bank BNI,netral
"Sejak pakai, fitur cardless di BRImo ngebantu banget pas dompet ketinggalan, akan tetapi CS Bank BNI jam operasionalnya terbatas, gak 24 jam parah.",Bank BNI,negatif
"Sejak pakai, live chat di website Bank BRI selalu ada yang standby, di sisi lain petugas security Bank Mandiri kadang kurang ramah ke nasabah luar biasa.",Bank Mandiri,negatif
"Buka rekening bank mandiri sekarang bisa full online, gak sampai 10 menit jadi, meski petugas security Bank BCA kadang kurang ramah ke nasabah.",Bank BCA,negatif
"Kalau transfer ke sesama bank bni gratis, jadi sering kupakai. Recommend total buat yang mau coba Bank BNI!",Bank BNI,positif
"Tampilan brimo modern dan user-friendly, enak dilihat, akan tetapi jam operasional cabang Bank BNI terbatas, sulit pas hari kerja.",Bank BRI,positif
"Sejak pakai, saat transfer ke orang tua, ATM Bank BRI sering offline atau rusak, pas butuh malah gak bisa dipakai gila. Mending pindah ke Bank BCA aja kayaknya.",Bank BRI,negatif
"Kemarin keamanan data di Bank BNI perlu ditingkatkan lagi, masih was-was soal phising parah. Kecewa sama Bank BNI.",Bank BNI,negatif
"Kalau dari segi promo, cicilan 0% dari Bank BNI ngebantu banget buat beli barang elektronik. Tapi kalau teknologi, teknologi AI di Bank BRI membantu deteksi fraud dengan akurat. Susah milihnya.",Bank BNI,positif
"Sebagai yang pensiun dari bank lama, proses verifikasi buka rekening Bank Mandiri via video call cepat dan mudah. Bank Mandiri cocok banget buat kebutuhan saya.",Bank Mandiri,positif
"Jujur, Bank BRI overall bagus, onboarding di Bank BRI dikasih welcome gift yang menarik dan program poin reward Bank BRI bisa ditukar berbagai hadiah menarik, di sisi lain CS Bank BRI kurang solutif, masalah saya dioper-oper terus tanpa ada kejelasan.",Bank BRI,campuran
"Kalau boleh jujur, pas tanggal tua, keamanan area ATM Bank BRI kurang, sering ada orang mencurigakan parah. Mending pindah ke Bank BCA aja kayaknya.",Bank BRI,negatif
"Kalau dari segi cs, CS Bank Mandiri via WhatsApp responsif 24/7, sangat membantu. Tapi kalau cs, complaint handling di Bank BRI profesional dan follow up terus. Susah milihnya.",Bank Mandiri,positif
"Sebagai yang first time banking, bisa bayar tagihan listrik dan PDAM di ATM Bank BCA. Bank BCA cocok banget buat kebutuhan saya.",Bank BCA,positif
saya punya rekening di Bank BNI dan juga di Bank Mandiri.,Bank BNI,netral
"Facial recognition di mybca lebih cepet dari fingerprint, akan tetapi CS Bank BNI kurang solutif, masalah saya dioper-oper terus tanpa ada kejelasan.",Bank BCA,positif
"Jujur, Bank BNI overall bagus, reksadana di Bank BNI performanya konsisten bagus dan ATM Bank BNI jarang kosong uangnya, selalu terisi, namun fasilitas di kantor cabang Bank BNI kurang nyaman untuk tunggu.",Bank BNI,campuran
"1 bulan pakai Bank BCA, impressi pertama positif",Bank BCA,positif
Proses verifikasi buka rekening bank bni via video call cepat dan mudah. Worth it banget pilih Bank BNI!,Bank BNI,positif
"Login di livin by mandiri sekarang cepat pakai biometrik, praktis!. Worth it banget pilih Bank Mandiri!",Bank Mandiri,positif
"Atm bank mandiri mudah ditemukan di mana-mana, bahkan di kota kecil. Worth it banget pilih Bank Mandiri!",Bank Mandiri,positif
"Honestly, Bank Mandiri overall bagus, kolaborasi Bank Mandiri dengan e-commerce sering ada flash sale dan petugas di kantor cabang Bank Mandiri ramah-ramah dan informatif, di sisi lain sempat khawatir dengan kasus skimming di Bank Mandiri, jadi takut nabung banyak.",Bank Mandiri,campuran
"Pengalaman pribadiku sih, Bank Mandiri overall bagus, teknologi AI di Bank Mandiri membantu deteksi fraud dengan akurat dan CS Bank Mandiri sangat responsif dan membantu, masalah langsung kelar, namun receipt ATM Bank Mandiri sering habis kertas atau blur printnya.",Bank Mandiri,campuran
"Menurutku, fitur di BNI Mobile Banking lengkap banget, semua bisa dari hp, gak perlu ke cabang, akan tetapi layar sentuh di ATM Bank BRI sering tidak responsif gila.",Bank BNI,positif
Ada yang pernah pakai Bank Mandiri dan Bank BRI? Share pengalaman dong,Bank Mandiri,netral
"Reksadana di bank bri performanya konsisten bagus, cuma pernah ada kasus double charge di kartu kredit Bank Mandiri.",Bank Mandiri,negatif
"Tadi, jam makan siang, aplikasi Livin by Mandiri-nya sangat intuitif dan mudah digunakan, bahkan buat pemula. Bank Mandiri lebih bagus daripada Bank BNI sih.",Bank BNI,negatif
"Menurutku, Bank BNI overall bagus, birthday promo dari Bank BNI selalu menggiurkan setiap tahun dan kartu debit Bank BNI langsung aktif setelah rekening jadi, meski pernah ada kasus double charge di kartu kredit Bank BNI.",Bank BNI,campuran
"Kemarin, pas tanggal tua, CS Bank BNI sabar banget jelasinnya, gak bikin bingung. Bank BNI masih unggul dibanding Bank BRI sih.",Bank BNI,positif
"Kalau menurut saya, Bank BRI overall bagus, robo advisor Bank BRI membantu pilih portofolio yang tepat dan Bank BRI banyak kerjasama dengan merchant, jadi banyak diskon F&B, meski nomor antrian di Bank BRI sering error atau loncat-loncat.",Bank BRI,campuran
"Jujur, pas weekend, kasus fraud yang lambat ditangani tim Bank BNI parah. Mending pindah ke Bank BCA aja kayaknya.",Bank BNI,negatif
"Sejak pakai, Bank BCA overall bagus, Bank BCA banyak kerjasama dengan merchant, jadi banyak diskon F&B dan dark mode di myBCA bikin mata gak capek pas malem, cuma proses blokir kartu Bank BCA kalau hilang ribet dan butuh waktu lama.",Bank BCA,campuran
"Sejak pakai, Bank BNI overall bagus, integrasi dengan berbagai platform digital di Bank BNI seamless dan robo advisor Bank BNI membantu pilih portofolio yang tepat, di sisi lain keamanan data di Bank BNI perlu ditingkatkan lagi, masih was-was soal phising.",Bank BNI,campuran
"Widget di home screen untuk mybca praktis banget, tapi nomor antrian di Bank BNI sering error atau loncat-loncat.",Bank BCA,positif
"Kesel luar biasa sama Bank BNI, dari tadi pagi biaya tarik tunai di ATM bank lain dari Bank BNI selangit.",Bank BNI,negatif
"Sebagai yang sebagai freelancer, sistem keamanan Bank BCA menggunakan enkripsi tingkat militer. Bank BCA cocok banget buat kebutuhan saya.",Bank BCA,positif
"Pengalaman pribadiku sih, saat transfer ke orang tua, aplikasi BRImo sering banget maintenance, apalagi pas tanggal gajian, bikin emosi ekstrem. Mending pindah ke Bank Mandiri aja kayaknya.",Bank BRI,negatif
"Promo cashback bank bri sering banget, lumayan buat tambahan, sayangnya CS Bank BNI sering putus sambungan di tengah pembicaraan.",Bank BRI,positif
"Sebagai yang sebagai freelancer, API Bank BCA untuk developer sangat well-documented. Bank BCA cocok banget buat kebutuhan saya.",Bank BCA,positif
"Tampilan brimo modern dan user-friendly, enak dilihat, akan tetapi jam operasional cabang Bank BNI terbatas, sulit pas hari kerja.",Bank BNI,negatif
"Lagi compare Bank BNI vs Bank BRI, ada masukan?",Bank BNI,netral
"Sejak pakai, Bank BNI overall bagus, birthday promo dari Bank BNI selalu menggiurkan setiap tahun dan inovasi fintech Bank BNI selalu di depan dibanding kompetitor, sayangnya penalty kalau saldo minimum gak terpenuhi di Bank BNI gede banget.",Bank BNI,campuran
"Sebagai yang pensiun dari bank lama, program poin reward Bank BCA bisa ditukar berbagai hadiah menarik. Bank BCA cocok banget buat kebutuhan saya.",Bank BCA,positif
tadi pagi ke kantor cabang Bank Mandiri untuk urusan administrasi belakangan.,Bank Mandiri,netral
"Dari pengalaman, Bank BRI overall bagus, API Bank BRI untuk developer sangat well-documented dan petugas di kantor cabang Bank BRI ramah-ramah dan informatif, sayangnya ATM Bank BRI gak ada fasilitas deposit, harus ke teller.",Bank BRI,campuran
saya punya rekening di Bank BNI dan juga di Bank BRI bulan ini.,Bank BNI,netral
"Sebagai yang pensiun dari bank lama, facial recognition di BRImo lebih cepet dari fingerprint. Bank BRI cocok banget buat kebutuhan saya.",Bank BRI,positif
"Kolaborasi bank mandiri dengan e-commerce sering ada flash sale, walaupun keamanan area ATM Bank BCA kurang, sering ada orang mencurigakan.",Bank BCA,negatif
"Jujur, fitur cardless di myBCA ngebantu banget pas dompet ketinggalan, namun susah banget mau transfer pakai BRImo, muter-muter terus menunya total.",Bank BCA,positif
"Sebagai yang sebagai freelancer, kolaborasi Bank BNI dengan e-commerce sering ada flash sale. Bank BNI cocok banget buat kebutuhan saya.",Bank BNI,positif
"Akhir-akhir ini, saat transfer ke orang tua, dokumen yang dibutuhkan buka rekening Bank BNI simpel, cuma KTP. Bank BNI lebih bagus daripada Bank Mandiri sih.",Bank Mandiri,negatif
baru saja memindahkan rekening gaji saya ke Bank BCA tadi.,Bank BCA,netral
"Sejak pakai, pas lagi butuh dana darurat, fitur face ID di Livin by Mandiri sering gagal recognize, ribet luar biasa. Mending pindah ke Bank BCA aja kayaknya.",Bank BCA,positif
"Sebagai yang pensiun dari bank lama, suka banget karena Bank BRI banyak promo transfer gratis via BI-FAST. Bank BRI cocok banget buat kebutuhan saya.",Bank BRI,positif
"Pengalaman pribadiku sih, pas weekend, keamanan area ATM Bank BNI kurang, sering ada orang mencurigakan bener-bener. Mending pindah ke Bank Mandiri aja kayaknya.",Bank BNI,negatif
"Kalau menurut saya, Bank BCA overall bagus, antrian di ATM Bank BCA biasanya cepat karena mesinnya responsif dan buka rekening Bank BCA sekarang bisa full online, gak sampai 10 menit jadi, meski myBCA sering tiba-tiba logout sendiri, harus login ulang terus.",Bank BCA,campuran
"Pengalaman pribadiku sih, tengah malam, sistem Bank BNI pernah down berhari-hari, gak bisa akses dana gila. Mending pindah ke Bank BCA aja kayaknya.",Bank BCA,positif
"Menurutku, Bank Mandiri overall bagus, fitur split bill di Livin by Mandiri memudahkan patungan sama teman dan SBN dan obligasi di Bank Mandiri pilihan investasinya beragam, tapi proses blokir kartu Bank Mandiri kalau hilang ribet dan butuh waktu lama.",Bank Mandiri,campuran
"Belakangan, saat transfer ke orang tua, kalau transfer ke sesama Bank BRI gratis, jadi sering kupakai. Bank BRI lebih worth it dibanding Bank BCA sih.",Bank BRI,positif
"Belakangan, saat transfer ke orang tua, buka rekening Bank BCA sekarang bisa full online, gak sampai 10 menit jadi. Bank BCA beda tipis sama Bank BNI sih.",Bank BNI,negatif
"Kalau dari segi pembukaan_rekening, gak ada setoran awal minimum yang besar untuk buka tabungan di Bank Mandiri. Tapi kalau promo, pemegang kartu debit Bank BRI sering dapat cashback di supermarket. Susah milihnya.",Bank BRI,positif
"Honestly, Bank BRI overall bagus, kartu debit Bank BRI langsung aktif setelah rekening jadi dan reksadana di Bank BRI performanya konsisten bagus, cuma pernah ada kasus double charge di kartu kredit Bank BRI.",Bank BRI,campuran
"Sebagai yang sebagai freelancer, teknologi AI di Bank BCA membantu deteksi fraud dengan akurat. Bank BCA cocok banget buat kebutuhan saya.",Bank BCA,positif
"Kalau dari segi atm, selain tarik tunai, fitur setor tunai di ATM Bank BNI sangat membantu. Tapi kalau mobile_banking, QRIS di myBCA responsif dan gak pernah gagal, sat set bayarnya. Susah milihnya.",Bank BNI,positif
"Kalau menurut saya, pas tanggal tua, update BRImo bukannya makin bagus malah makin banyak bug gila. Mending pindah ke Bank Mandiri aja kayaknya.",Bank Mandiri,positif
"Terus terang, kolaborasi Bank BNI dengan e-commerce sering ada flash sale, akan tetapi aplikasi myBCA sering banget maintenance, apalagi pas tanggal gajian, bikin emosi sangat.",Bank BCA,negatif
"Dari pengalaman, saat transfer ke orang tua, proses blokir kartu Bank BNI kalau hilang ribet dan butuh waktu lama total. Mending pindah ke Bank BCA aja kayaknya.",Bank BCA,positif
Onboarding di bank bri dikasih welcome gift yang menarik. Gaskeun deh ke Bank BRI!,Bank BRI,positif
"Kesel luar biasa sama Bank BRI, sejak kemarin data breach di Bank BRI beberapa waktu lalu bikin khawatir.",Bank BRI,negatif
"Jujur, saat transfer ke orang tua, fasilitas di kantor cabang Bank Mandiri kurang nyaman untuk tunggu luar biasa. Mending pindah ke Bank BCA aja kayaknya.",Bank Mandiri,negatif
"Weekend sale bank bca selalu ada promo hotel dan travel, di sisi lain CS Bank BNI jam operasionalnya terbatas, gak 24 jam.",Bank BCA,positif
"Keamanan brimo berlapis-lapis, bikin tenang. Recommend total buat yang mau coba Bank BRI!",Bank BRI,positif
"Sejauh ini, Bank BCA overall bagus, biaya admin bulanannya worth it dengan semua kemudahan yang didapat dan widget di home screen untuk myBCA praktis banget, tapi parkir di gedung Bank BCA mahal dan terbatas.",Bank BCA,campuran
"Kalau menurut saya, pas weekend, sempat khawatir dengan kasus skimming di Bank BNI, jadi takut nabung banyak luar biasa. Mending pindah ke Bank Mandiri aja kayaknya.",Bank BNI,negatif
"Kalau menurut saya, Bank BNI overall bagus, pengalaman saya dengan customer service Bank BNI selalu baik dan solutif dan cicilan 0% dari Bank BNI ngebantu banget buat beli barang elektronik, meski sempat khawatir dengan kasus skimming di Bank BNI, jadi takut nabung banyak.",Bank BNI,campuran
"Kemarin, waktu lagi busy, biaya admin Bank BNI cukup terjangkau, sesuai dengan layanannya. Bank BNI unggul dibanding Bank Mandiri sih.",Bank BNI,positif
"Sebagai yang first time banking, ATM Bank BNI ada fitur tarik tunai tanpa kartu, canggih!. Bank BNI cocok banget buat kebutuhan saya.",Bank BNI,positif
"Kalau boleh jujur, pas tanggal tua, keamanan area ATM Bank BRI kurang, sering ada orang mencurigakan parah. Mending pindah ke Bank BCA aja kayaknya.",Bank BCA,positif
"Pengalaman pribadiku sih, pas weekend, fasilitas di kantor cabang Bank Mandiri kurang nyaman untuk tunggu banget. Mending pindah ke Bank BCA aja kayaknya.",Bank Mandiri,negatif
"Kalau dari segi promo, weekend sale Bank BNI selalu ada promo hotel dan travel. Tapi kalau investasi, reksadana di Bank BRI performanya konsisten bagus. Susah milihnya.",Bank BNI,positif
"Bulan ini, saat gajian, kalau transfer ke sesama Bank BNI gratis, jadi sering kupakai. Bank BNI lebih worth it dibanding Bank Mandiri sih.",Bank BNI,positif
"Kalau menurut saya, promo cashback Bank Mandiri sering banget, lumayan buat tambahan, cuma ATM Bank BRI sering offline atau rusak, pas butuh malah gak bisa dipakai super.",Bank BRI,negatif
"Belakangan, pas tanggal tua, promo cashback Bank BNI sering banget, lumayan buat tambahan. Bank BNI unggul dibanding Bank Mandiri sih.",Bank BNI,positif
"Kalau dari segi teknologi, inovasi fintech Bank BRI selalu di depan dibanding kompetitor. Tapi kalau teknologi, sistem keamanan Bank BCA menggunakan enkripsi tingkat militer. Susah milihnya.",Bank BRI,positif
"Guys, Bank BCA atau Bank BNI ya buat kredit rumah? Lagi galau nih",Bank BNI,netral
"Guys, Bank Mandiri atau Bank BNI ya buat kredit rumah? Lagi galau nih",Bank Mandiri,netral
"Minggu lalu sering nemu ATM Bank BRI yang uangnya pecahan besar semua, gak ada 50 ribu sangat. Kecewa sama Bank BRI.",Bank BRI,negatif
"Sebagai yang untuk usaha kecil, program poin reward Bank BCA bisa ditukar berbagai hadiah menarik. Bank BCA cocok banget buat kebutuhan saya.",Bank BCA,positif
"Minta saran dong, antara Bank BCA dan Bank Mandiri mana yang lebih worth it?",Bank Mandiri,netral
"Kalau boleh jujur, ketika lagi traveling, petugas security Bank BCA kadang kurang ramah ke nasabah gila. Mending pindah ke Bank BRI aja kayaknya.",Bank BCA,negatif
"Belakangan, pas system maintenance, Livin by Mandiri sangat stabil dan jarang error, bisa diandalkan. Bank Mandiri lebih worth it dibanding Bank BNI sih.",Bank Mandiri,positif
"Sejauh ini, waktu mau bayar tagihan, data breach di Bank BNI beberapa waktu lalu bikin khawatir ekstrem. Mending pindah ke Bank BRI aja kayaknya.",Bank BNI,negatif
"Gak ada setoran awal minimum yang besar untuk buka tabungan di bank bni, cuma susah banget nyari ATM Bank Mandiri di daerah saya, harus pergi jauh.",Bank BNI,positif
"Jujur, tengah malam, Livin by Mandiri lemot banget kalau dipakai pas jam sibuk, loadingnya lama parah. Mending pindah ke Bank BCA aja kayaknya.",Bank Mandiri,negatif
"Jujur, gak ada setoran awal minimum yang besar untuk buka tabungan di Bank BRI, meski kasus fraud yang lambat ditangani tim Bank BNI ekstrem.",Bank BRI,positif
"Kalau dari segi investasi, SBN dan obligasi di Bank BNI pilihan investasinya beragam. Tapi kalau atm, ATM Bank Mandiri ada fitur tarik tunai tanpa kartu, canggih!. Susah milihnya.",Bank BNI,positif
"Sejauh ini, teknologi AI di Bank BRI membantu deteksi fraud dengan akurat, tapi keamanan data di Bank BCA perlu ditingkatkan lagi, masih was-was soal phising parah.",Bank BRI,positif
"Biaya admin bank mandiri cukup terjangkau, sesuai dengan layanannya, walaupun WiFi gratis di Bank BCA lemot dan sering putus.",Bank Mandiri,positif
"Jujur, waktu mau bayar tagihan, CS Bank BNI jam operasionalnya terbatas, gak 24 jam sangat. Mending pindah ke Bank BRI aja kayaknya.",Bank BNI,negatif
"Jujur, Bank BNI overall bagus, Bank BNI banyak kerjasama dengan merchant, jadi banyak diskon F&B dan layar ATM Bank BNI jernih dan touchscreen-nya sensitif, di sisi lain loading time BNI Mobile Banking makin lama setelah update terakhir.",Bank BNI,campuran
Inovasi fintech bank mandiri selalu di depan dibanding kompetitor. Worth it banget pilih Bank Mandiri!,Bank Mandiri,positif
"Belakangan, waktu lagi busy, jaringan ATM Bank Mandiri sangat luas, jadi gampang tarik tunai. Bank Mandiri jauh lebih baik dari Bank BRI sih.",Bank Mandiri,positif
"Kalau dari segi promo, weekend sale Bank BRI selalu ada promo hotel dan travel. Tapi kalau promo, birthday promo dari Bank BNI selalu menggiurkan setiap tahun. Susah milihnya.",Bank BRI,positif
"Kesel banget sama Bank Mandiri, tadi antrian di ATM Bank Mandiri selalu panjang, terutama weekend.",Bank Mandiri,negatif
"Reksadana di bank mandiri performanya konsisten bagus, di sisi lain telepon CS Bank BRI antrinya lama banget, habis pulsa banyak cuma buat nunggu.",Bank BRI,negatif
"Sebagai yang buat anak kuliah, priority banking Bank BCA layanannya premium banget. Bank BCA cocok banget buat kebutuhan saya.",Bank BCA,positif
"Kalau boleh jujur, Bank BRI overall bagus, Bank BRI banyak kerjasama dengan merchant, jadi banyak diskon F&B dan proses verifikasi buka rekening Bank BRI via video call cepat dan mudah, sayangnya BRImo lemot banget kalau dipakai pas jam sibuk, loadingnya lama.",Bank BRI,campuran
"Sebagai yang pensiun dari bank lama, program poin reward Bank Mandiri bisa ditukar berbagai hadiah menarik. Bank Mandiri cocok banget buat kebutuhan saya.",Bank Mandiri,positif
"Kalau boleh jujur, Bank BRI overall bagus, API Bank BRI untuk developer sangat well-documented dan gak ada setoran awal minimum yang besar untuk buka tabungan di Bank BRI, akan tetapi receipt ATM Bank BRI sering habis kertas atau blur printnya.",Bank BRI,campuran
"Bulan ini keamanan data di Bank BRI perlu ditingkatkan lagi, masih was-was soal phising sangat. Kecewa sama Bank BRI.",Bank BRI,negatif
"Pengalaman pribadiku sih, pengalaman saya dengan customer service Bank BNI selalu baik dan solutif, di sisi lain biaya transfer ke bank lain dari Bank Mandiri mahal, beda jauh sama yang lain sangat.",Bank BNI,positif
"Pengalaman pribadiku sih, Bank BNI overall bagus, inovasi fintech Bank BNI selalu di depan dibanding kompetitor dan cicilan 0% dari Bank BNI ngebantu banget buat beli barang elektronik, namun WiFi gratis di Bank BNI lemot dan sering putus.",Bank BNI,campuran
"Kolaborasi bank bni dengan e-commerce sering ada flash sale, walaupun nomor antrian di Bank BRI sering error atau loncat-loncat.",Bank BRI,negatif
"Pengalaman pribadiku sih, Bank Mandiri overall bagus, biaya transfer online Bank Mandiri lebih murah dari yang offline dan reksadana di Bank Mandiri performanya konsisten bagus, beda cerita kalau night mode Livin by Mandiri malah bikin mata pusing, kontras kurang.",Bank Mandiri,campuran
